,f,Omega_lim,Omega_noise
784,0.0009140721778016095,4.9831039907728596e-14,2.4738800847037483e-11
785,0.0009193518214993471,4.926034500274776e-14,2.4559970992847747e-11
786,0.0009246619602042108,4.8696186037517905e-14,2.4382902288455224e-11
787,0.0009300027700541179,4.8138488158543975e-14,2.4207573841374745e-11
788,0.0009353744282043577,4.758717736959725e-14,2.4033965095002273e-11
789,0.0009407771128334547,4.704218052189878e-14,2.3862055823534907e-11
790,0.0009462110031490889,4.6503425304412884e-14,2.369182612698297e-11
791,0.0009516762793940357,4.597084023425326e-14,2.352325642627397e-11
792,0.0009571731228521456,4.544435464719835e-14,2.3356327458446078e-11
793,0.0009627017158543579,4.4923898688315576e-14,2.319102027193032e-11
794,0.0009682622417847444,4.440940330269317e-14,2.3027316221919852e-11
795,0.0009738548850866023,4.3900800226276934e-14,2.2865196965824704e-11
796,0.0009794798312685595,4.339802197681415e-14,2.270464445881165e-11
797,0.0009851372669107373,4.290100184489889e-14,2.2545640949426397e-11
798,0.000990827379670936,4.240967388512136e-14,2.238816897529832e-11
799,0.0009965503582908596,4.192397290731808e-14,2.2232211358925514e-11
800,0.0010023063926023767,4.144383446792231e-14,2.2077751203539345e-11
801,0.0010080956735338152,4.096919486141383e-14,2.1924771889047216e-11
802,0.0010139183931162992,4.0499991111865954e-14,2.177325706805233e-11
803,0.0010197747444901165,4.0036160964590094e-14,2.162319066194939e-11
804,0.0010256649219111248,3.9577642877875625e-14,2.147455685709505e-11
805,0.0010315891207571966,3.9124376014824434e-14,2.1327340101051978e-11
806,0.001037547537534698,3.867630023527901e-14,2.118152509890552e-11
807,0.0010435403698850093,3.823335608784285e-14,2.1037096809651805e-11
808,0.0010495678165910766,3.7795484801992624e-14,2.0894040442656474e-11
809,0.001055630077584011,3.73626282802801e-14,2.0752341454182515e-11
810,0.0010617273539497163,3.693472909062378e-14,2.0611985543986857e-11
811,0.0010678598479355607,3.65117304586888e-14,2.047295865198422e-11
812,0.001074027762957085,3.6093576260353956e-14,2.033524695497754e-11
813,0.0010802313036047495,3.584084043681642e-14,2.019883686345387e-11
814,0.001086470675650722,3.563501404597371e-14,2.0063715018444957e-11
815,0.0010927460860556987,3.5430369672702346e-14,1.992986828845152e-11
816,0.0010990577429757756,3.52269005289246e-14,1.9797283766430356e-11
817,0.0011054058557693487,3.502459986554521e-14,1.9665948766843405e-11
818,0.0011117906350040598,3.48234609722276e-14,1.953585082276797e-11
819,0.0011182122924637803,3.462347717717123e-14,1.9406977683067226e-11
820,0.0011246710411556384,3.4424641846890256e-14,1.927931730962014e-11
821,0.001131167095317079,3.4226948385993645e-14,1.9152857874610274e-11
822,0.0011377006704229775,3.4030390236966224e-14,1.9027587757872206e-11
823,0.0011442719831927816,3.3834960879951263e-14,1.8903495544295385e-11
824,0.0011508812515977024,3.364065383253422e-14,1.878057002128424e-11
825,0.0011575286948679437,3.3447462649527636e-14,1.865880017627407e-11
826,0.0011642145334999738,3.325538092275747e-14,1.8538175194301826e-11
827,0.0011709389892638408,3.3064402280850414e-14,1.8418684455631262e-11
828,0.0011777022852105246,3.287452038902271e-14,1.8300317533431732e-11
829,0.0011845046456793412,3.268572894886981e-14,1.8183064191509764e-11
830,0.0011913462963053807,3.2498021698157656e-14,1.8066914382093195e-11
831,0.0011982274640269922,3.2311392410614835e-14,1.7951858243666793e-11
832,0.0012051483770933117,3.212583489572612e-14,1.7837886098859077e-11
833,0.0012121092650718322,3.194134299852712e-14,1.772498845237956e-11
834,0.001219110358856021,3.175791059940004e-14,1.7613155989005898e-11
835,0.001226151890672973,3.157553161387089e-14,1.7502379571620397e-11
836,0.0012332340940911211,3.13941999924074e-14,1.7392650239295204e-11
837,0.0012403572040279782,3.1213909720218556e-14,1.7283959205425857e-11
838,0.0012475214567579315,3.1034654817055005e-14,1.7176297855912496e-11
839,0.0012547270899200798,3.0856429337010706e-14,1.7069657747388268e-11
840,0.0012619743425261163,3.067922736832567e-14,1.6964030605494446e-11
841,0.0012692634549682528,3.050304303318999e-14,1.6859408323201875e-11
842,0.0012765946690272,3.0327870487548705e-14,1.675578295917804e-11
843,0.0012839682278801832,3.0153703920908034e-14,1.6653146736199452e-11
844,0.0012913843761090094,2.9980537556142666e-14,1.6551492039609148e-11
845,0.0012988433597081804,2.980836564930407e-14,1.645081141581832e-11
846,0.0013063454260930517,2.9637182489430046e-14,1.6351097570852162e-11
847,0.0013138908241080414,2.946698239835517e-14,1.625234336893933e-11
848,0.001321479804034879,2.929775973052263e-14,1.615454183114465e-11
849,0.001329112617600915,2.912950887279679e-14,1.6057686134044673e-11
850,0.0013367895179874653,2.8962224244277066e-14,1.596176960844577e-11
851,0.001344510759838211,2.8795900296112825e-14,1.5866785738144434e-11
852,0.0013522765992676448,2.863053151131931e-14,1.5772728158729364e-11
853,0.001360087293869566,2.846611240459465e-14,1.5679590656425095e-11
854,0.0013679431027256266,2.8302637522137868e-14,1.5587367166976837e-11
855,0.00137584428641392,2.8140101441468112e-14,1.5496051774576236e-11
856,0.0013837911070176314,2.797849877124461e-14,1.5405638710827744e-11
857,0.0013917838281337276,2.781782415108793e-14,1.5316122353755336e-11
858,0.0013998227148816994,2.76580722514022e-14,1.522749722684933e-11
859,0.0014079080339123582,2.7499237773198263e-14,1.5139757998153104e-11
860,0.0014160400534166786,2.7341315447917967e-14,1.5052899479389408e-11
861,0.0014242190431346976,2.7184300037259336e-14,1.4966916625125965e-11
862,0.0014324452743644548,2.702818633300295e-14,1.4881804531980456e-11
863,0.001440719019971001,2.6872969156838998e-14,1.4797558437864315e-11
864,0.0014490405543954427,2.671864336019565e-14,1.471417372126537e-11
865,0.0014574101536640471,2.6565203824068237e-14,1.4631645900569177e-11
866,0.0014658280953973978,2.6412645458849448e-14,1.4549970633418695e-11
867,0.0014742946588196055,2.62609632041605e-14,1.446914371611238e-11
868,0.0014828101247675632,2.6110152028683364e-14,1.438916108304042e-11
869,0.0014913747757002705,2.596020692999374e-14,1.431001880615893e-11
870,0.001499988895708198,2.5811122934395215e-14,1.4231713094502177e-11
871,0.0015086527705227106,2.5662895096754273e-14,1.4154240293732597e-11
872,0.001517366687525546,2.551551850033626e-14,1.407759688572854e-11
873,0.001526130935758348,2.5368988256642273e-14,1.4001779488209628e-11
874,0.0015349458059322535,2.5223299505247037e-14,1.3926784854399771e-11
875,0.001543811590437531,2.5078447413637705e-14,1.385260987272771e-11
876,0.0015527285833532882,2.4934427177053506e-14,1.3779251566564884e-11
877,0.0015616970804572196,2.4791234018326387e-14,1.3706707094000953e-11
878,0.0015707173792354203,2.4648863187722567e-14,1.3634973747656647e-11
879,0.0015797897788922522,2.4507309962785013e-14,1.356404895453403e-11
880,0.0015889145803602703,2.4366569648176727e-14,1.3493930275904171e-11
881,0.0015980920863102048,2.4226637575525045e-14,1.3424615407232288e-11
882,0.001607322601160995,2.408750910326685e-14,1.335610217814038e-11
883,0.0016166064310898965,2.394917961649447e-14,1.3288388552407216e-11
884,0.0016259438840426305,2.3811644526802697e-14,1.3221472628005999e-11
885,0.0016353352697436004,2.3674899272136565e-14,1.3155352637179635e-11
886,0.0016447808997061652,2.353893931664003e-14,1.3090026946553552e-11
887,0.0016542810872429735,2.3403760150505505e-14,1.302549405728646e-11
888,0.001663836147476351,2.326935728982431e-14,1.2961752605258859e-11
889,0.0016734463973487608,2.3135726276437873e-14,1.2898801361299513e-11
890,0.0016831121556333123,2.30028626777899e-14,1.2836639231450085e-11
891,0.0016928337429443347,2.2870762086779322e-14,1.2775265257267945e-11
892,0.001702611481748013,2.2739420121614132e-14,1.2714678616167389e-11
893,0.0017124456963730833,2.2608832425666037e-14,1.2654878621799364e-11
894,0.0017223367130215932,2.2478994667325902e-14,1.2595864724469895e-11
895,0.0017322848597797148,2.23499025398602e-14,1.2537636511597446e-11
896,0.0017422904666286384,2.2221551761267978e-14,1.2480193708209277e-11
897,0.0017523538654555092,2.2093938074138935e-14,1.2423536177477197e-11
898,0.00176247539006444,2.1967057245512213e-14,1.2367663921292731e-11
899,0.0017726553761875828,2.1840905066735906e-14,1.2312577080882154e-11
900,0.001782894161496264,2.1715477353327544e-14,1.22582759374614e-11
901,0.001793192085612188,2.159076994483522e-14,1.2204760912931312e-11
902,0.0018035494901186952,2.1466778704699703e-14,1.2152032570613452e-11
903,0.0018139667185721024,2.1343499520117078e-14,1.2100091616026587e-11
904,0.0018244441165130923,2.122092830190241e-14,1.2048938897704491e-11
905,0.0018349820314781764,2.10990609843541e-14,1.1998575408055043e-11
906,0.0018455808130112229,2.0977893525119016e-14,1.1949002284261167e-11
907,0.0018562408126750532,2.0857421905058377e-14,1.1900220809223867e-11
908,0.0018669623840630951,2.0737642128114552e-14,1.1852232412547718e-11
909,0.001877745882811124,2.061855022117834e-14,1.1805038671569227e-11
910,0.0018885916666090507,2.0500142233957307e-14,1.1758641312428338e-11
911,0.0018995000952127888,2.0382414238844705e-14,1.171304221118371e-11
912,0.0019104715304561865,2.026536233078921e-14,1.1668243394971891e-11
913,0.0019215063362630308,2.0148982627165386e-14,1.162424704321107e-11
914,0.0019326048786591186,2.003327126764487e-14,1.1581055488849646e-11
915,0.0019437675257843918,1.991822441406841e-14,1.1538671219660314e-11
916,0.001954994647905159,1.980383825031844e-14,1.1497096879579843e-11
917,0.0019662866174263703,1.969010898219257e-14,1.1456335270095317e-11
918,0.0019776438089039714,1.9577032837277715e-14,1.1416389351677211e-11
919,0.0019890665990573283,1.9464606064824958e-14,1.1377262245259782e-11
920,0.0020005553667817215,1.935282493562515e-14,1.1338957233769473e-11
921,0.0020121104931609193,1.9241685741885177e-14,1.13014777637017e-11
922,0.002023732361479806,1.9131184797105077e-14,1.1264827446746778e-11
923,0.0020354213572371122,1.9021318435955583e-14,1.1229010061465402e-11
924,0.002047177868158189,1.8912083014156704e-14,1.119402955501441e-11
925,0.0020590022842078754,1.880347490835675e-14,1.1159890044923471e-11
926,0.00207089499760343,1.8695490516012194e-14,1.1126595820923192e-11
927,0.0020828564028275457,1.8588126255268124e-14,1.109415134682549e-11
928,0.0020948868966414245,1.8481378564839528e-14,1.1062561262456767e-11
929,0.00210698687809795,1.8375243903893058e-14,1.1031830385644695e-11
930,0.0021191567485549195,1.826971875192962e-14,1.1001963714259219e-11
931,0.002131396911688355,1.816479960866763e-14,1.0972966428308614e-11
932,0.002143707773505894,1.8060482993926868e-14,1.0944843892091284e-11
933,0.002156089742360259,1.801984420958543e-14,1.0917601656404166e-11
934,0.0021685432289628034,1.801984420958543e-14,1.0891245460808388e-11
935,0.002181068646397125,1.801984420958543e-14,1.0865781235953172e-11
936,0.0021936664101327836,1.801984420958543e-14,1.0841215105958681e-11
937,0.0022063369380390706,1.801984420958543e-14,1.0817553390858755e-11
938,0.002219080650398875,1.801984420958543e-14,1.0794802609104369e-11
939,0.002231897969922621,1.801984420958543e-14,1.0772969480128754e-11
940,0.0022447893217622922,1.801984420958543e-14,1.0752060926975086e-11
941,0.0022577551335255346,1.801984420958543e-14,1.0732084078987687e-11
942,0.002270795835289832,1.801984420958543e-14,1.0713046274567718e-11
943,0.002283911859616785,1.801984420958543e-14,1.0694955063994361e-11
944,0.0022971036415664493,1.801984420958543e-14,1.0677818212312525e-11
945,0.002310371618711771,1.801984420958543e-14,1.0661643702288065e-11
946,0.002323716231153099,1.801984420958543e-14,1.0646439737431687e-11
947,0.002337137921532784,1.801984420958543e-14,1.0632214745092482e-11
948,0.002350637135049864,1.801984420958543e-14,1.0618977379622396e-11
949,0.00236421431947482,1.801984420958543e-14,1.0606736525612598e-11
950,0.0023778699251644454,1.801984420958543e-14,1.0595501301203067e-11
951,0.0023916044050767736,1.801984420958543e-14,1.058528106146651e-11
952,0.002405418214786104,1.801984420958543e-14,1.0576085401867872e-11
953,0.0024193118124981165,1.801984420958543e-14,1.0567924161800713e-11
954,0.002433285659065069,1.801984420958543e-14,1.0560807428201685e-11
955,0.002447340218001077,1.801984420958543e-14,1.0554745539244516e-11
956,0.0024614759554975017,1.801984420958543e-14,1.0549749088114735e-11
957,0.0024756933404384046,1.801984420958543e-14,1.0545828926866604e-11
958,0.0024899928444161016,1.801984420958543e-14,1.0542996170363651e-11
959,0.0025043749417468075,1.801984420958543e-14,1.0541262200304175e-11
960,0.0025188401094863675,1.801984420958543e-14,1.0540638669333305e-11
961,0.002533388827446085,1.801984420958543e-14,1.0541137505243072e-11
962,0.0025480215782086265,1.801984420958543e-14,1.0542770915261967e-11
963,0.002562738847144043,1.801984420958543e-14,1.0545551390435675e-11
964,0.002577541122425862,1.801984420958543e-14,1.0549491710100564e-11
965,0.00259242889504728,1.801984420958543e-14,1.0554604946451485e-11
966,0.0026074026588374516,1.801984420958543e-14,1.056090446920569e-11
967,0.0026224629104778675,1.801984420958543e-14,1.0568403950364538e-11
968,0.0026376101495188334,1.801984420958543e-14,1.057711736907474e-11
969,0.0026528448783960296,1.801984420958543e-14,1.0587059016590924e-11
970,0.0026681676024471915,1.801984420958543e-14,1.0598243501341456e-11
971,0.0026835788299288633,1.801984420958543e-14,1.0610685754099243e-11
972,0.0026990790720332575,1.801984420958543e-14,1.0624401033259592e-11
973,0.002714668842905212,1.801984420958543e-14,1.0639404930226996e-11
974,0.0027303486596592474,1.801984420958543e-14,1.0655713374912846e-11
975,0.0027461190423967085,1.801984420958543e-14,1.0673342641346215e-11
976,0.0027619805142230325,1.801984420958543e-14,1.0692309353399737e-11
977,0.002777933601265089,1.801984420958543e-14,1.071263049063269e-11
978,0.0027939788326886363,1.801984420958543e-14,1.0734323394253556e-11
979,0.002810116740715871,1.801984420958543e-14,1.0757405773204313e-11
980,0.0028263478606430845,1.801984420958543e-14,1.0781895710368595e-11
981,0.0028426727308584207,1.801984420958543e-14,1.0807811668906248e-11
982,0.0028590918928597217,1.801984420958543e-14,1.0835172498716516e-11
983,0.0028756058912725096,1.801984420958543e-14,1.0863997443032452e-11
984,0.002892215273868037,1.801984420958543e-14,1.0894306145148915e-11
985,0.002908920591581461,1.801984420958543e-14,1.0926118655286724e-11
986,0.002925722398530119,1.801984420958543e-14,1.09594554375957e-11
987,0.002942621252031906,1.801984420958543e-14,1.0994337377299104e-11
988,0.002959617712623767,1.801984420958543e-14,1.1030785787982278e-11
989,0.0029767123440802754,1.801984420958543e-14,1.1068822419028265e-11
990,0.0029939057134323525,1.801984420958543e-14,1.1108469463203224e-11
991,0.0030111983909860657,1.801984420958543e-14,1.1149749564394617e-11
992,0.0030285909503415453,1.801984420958543e-14,1.1192685825505025e-11
993,0.003046083968412013,1.801984420958543e-14,1.1237301816504721e-11
994,0.003063678025442922,1.801984420958543e-14,1.1283621582646116e-11
995,0.003081373705031189,1.801984420958543e-14,1.1331669652843098e-11
996,0.0030991715941445725,1.801984420958543e-14,1.1381471048218786e-11
997,0.0031170722831411297,1.801984420958543e-14,1.1433051290824696e-11
998,0.0031350763657888026,1.801984420958543e-14,1.1486436412534933e-11
999,0.003153184439285111,1.801984420958543e-14,1.154165296411876e-11
1000,0.003171397104276966,1.801984420958543e-14,1.1598728024495109e-11
1001,0.003189714964880591,1.801984420958543e-14,1.1657689210172713e-11
1002,0.003208138628701552,1.801984420958543e-14,1.1718564684879387e-11
1003,0.0032266687068549303,1.801984420958543e-14,1.1781383169384432e-11
1004,0.0032453058139855786,1.801984420958543e-14,1.1846173951517939e-11
1005,0.003264050568288513,1.8020931307093054e-14,1.1912966896390833e-11
1006,0.003282903591529421,1.8125019472900354e-14,1.1981792456819929e-11
1007,0.003301865509065281,1.8229708847717136e-14,1.205268168396187e-11
1008,0.003320936949865113,1.8335002904102198e-14,1.2125666238160375e-11
1009,0.003340118546530824,1.8440905134671623e-14,1.220077840001088e-11
1010,0.003359410935318217,1.8547419052214768e-14,1.227805108164729e-11
1011,0.0033788147561580775,1.86545481898107e-14,1.2357517838255018e-11
1012,0.003398330652677405,1.8762296100945406e-14,1.2439212879815078e-11
1013,0.003417959272220763,1.887066635962966e-14,1.2523171083083968e-11
1014,0.003437701265871754,1.8979662560517602e-14,1.2609428003814093e-11
1015,0.0034575572884746027,1.908928831902589e-14,1.2698019889219547e-11
1016,0.0034775279986558978,1.919954727145373e-14,1.2788983690692594e-11
1017,0.003497614058846425,1.931044307510343e-14,1.2882357076775619e-11
1018,0.003517816135303143,1.942197940840174e-14,1.297817844639399e-11
1019,0.003538134898131283,1.9534159971021828e-14,1.3076486942355313e-11
1020,0.003558571021306578,1.9646988484006047e-14,1.3177322465120258e-11
1021,0.0035791251826976208,1.9760468689889347e-14,1.328072568685096e-11
1022,0.003599798064088333,1.9874604352823347e-14,1.338673806574233e-11
1023,0.0036205903512006063,1.9989399258701323e-14,1.349540186064263e-11
1024,0.0036415027337170273,2.010485721528368e-14,1.3606760145968815e-11
1025,0.003662535905303764,2.0220982052324312e-14,1.3720856826923135e-11
1026,0.0036836905636335694,2.0337777621697595e-14,1.3837736655017167e-11
1027,0.0037049674104089277,2.0455247797526188e-14,1.3957445243909677e-11
1028,0.0037263671513853317,2.057339647630955e-14,1.4080029085564928e-11
1029,0.003747890496394677,2.0692227577053082e-14,1.4205535566738034e-11
1030,0.0037695381593688313,2.0811745041398278e-14,1.433401298579454e-11
1031,0.0037913108583632997,2.0931952833753365e-14,1.4465510569870816e-11
1032,0.0038132093155810467,2.105285494142483e-14,1.4600078492382794e-11
1033,0.0038352342573964525,2.1174455374749694e-14,1.473776789089027e-11
1034,0.0038573864143794045,2.12967581672285e-14,1.487863088532427e-11
1035,0.0038796665213195374,2.1419767375659163e-14,1.5022720596585282e-11
1036,0.0039020753172505887,2.1543487080271424e-14,1.5170091165519993e-11
1037,0.0039246135454749365,2.1667921384862336e-14,1.5320797772284945e-11
1038,0.003947281953588239,2.1793074416932296e-14,1.547489665610495e-11
1039,0.003970081293504236,2.1918950327821962e-14,1.56324451354349e-11
1040,0.003993012321479693,2.204555329284999e-14,1.579350162853365e-11
1041,0.004016075798139484,2.2172887511451502e-14,1.5958125674458552e-11
1042,0.004039272488501813,2.230095720731734e-14,1.6126377954489796e-11
1043,0.004062603162003607,2.2429766628534276e-14,1.6298320313993968e-11
1044,0.0040860685925260265,2.255932004772582e-14,1.6474015784735833e-11
1045,0.00410966955842014,2.268962176219401e-14,1.6653528607648412e-11
1046,0.004133406842532736,2.2820676094061896e-14,1.683692425607093e-11
1047,0.004157281232232298,2.2952487390416955e-14,1.7024269459465002e-11
1048,0.004181293519435121,2.3085060023455285e-14,1.7215632227619285e-11
1049,0.004205444500631561,2.3218398390626523e-14,1.7411081875352866e-11
1050,0.004229734976912487,2.3352506914779895e-14,1.7610689047729156e-11
1051,0.004254165753995829,2.3487390044310774e-14,1.781452574579009e-11
1052,0.004278737642253312,2.3623052253308305e-14,1.8022665352823063e-11
1053,0.0043034514567373335,2.3759498041703772e-14,1.8235182661171607e-11
1054,0.004328308017208004,2.3896731935419895e-14,1.8452153899601933e-11
1055,0.004353308148160335,2.4034758486520946e-14,1.867365676123747e-11
1056,0.004378452678851578,2.4173582273363677e-14,1.8899770432073615e-11
1057,0.004403742443328753,2.4313207900749316e-14,1.913057562008604e-11
1058,0.004429178280456295,2.4453640000076192e-14,1.9366154584944812e-11
1059,0.004454761033943889,2.4594883229493427e-14,1.9606591168348212e-11
1060,0.004480491552374451,2.4736942274055405e-14,1.985197082498978e-11
1061,0.004506370689232283,2.4879821845877232e-14,2.010238065417259e-11
1062,0.004532399302931362,2.5023526684290904e-14,2.0357909432084714e-11
1063,0.004558578256843845,2.516806155600271e-14,2.0618647644751528e-11
1064,0.004584908419328686,2.5313431255251183e-14,2.0884687521678492e-11
1065,0.004611390663760445,2.545964060396621e-14,2.1156123070200885e-11
1066,0.004638025868558258,2.5606694451928936e-14,2.1433050110555668e-11
1067,0.004664814917214973,2.5754597676932637e-14,2.1715566311691742e-11
1068,0.004691758698326464,2.590335518494457e-14,2.2003771227835197e-11
1069,0.004718858105621082,2.605297191026856e-14,2.229776633582589e-11
1070,0.004746114037989332,2.620345281570887e-14,2.2597655073243766e-11
1071,0.004773527399513669,2.6354802892734672e-14,2.2903542877341222e-11
1072,0.004801099099498492,2.6507027161645678e-14,2.3215537224800753e-11
1073,0.0048288300525003046,2.6660130671738637e-14,2.3533747672335814e-11
1074,0.00485672117835805,2.6814118501474827e-14,2.385828589815428e-11
1075,0.004884773402223632,2.6968995758648547e-14,2.4189265744303757e-11
1076,0.004912987654592578,2.7144130480768647e-14,2.4526803259918493e-11
1077,0.0049413648713349315,2.7458602841135704e-14,2.4871016745389073e-11
1078,0.004969905993726283,2.777671845194708e-14,2.5222026797474852e-11
1079,0.00499861196847899,2.8098519521280425e-14,2.5579956355381136e-11
1080,0.005027483747773583,2.842404874620577e-14,2.5944930747822884e-11
1081,0.005056522289290351,2.8753349318450734e-14,2.631707774109753e-11
1082,0.005085728556241094,2.908646493013106e-14,2.6696527588189474e-11
1083,0.005115103517401098,2.942343977954804e-14,2.7083413078930874e-11
1084,0.005144648147141248,2.976431857705264e-14,2.7477869591241495e-11
1085,0.00517436342546036,3.010914655097778e-14,2.788003514347357e-11
1086,0.0052042503380176795,3.045796945363926e-14,2.829005044788618e-11
1087,0.005234309876165581,3.081083356740631e-14,2.8708058965275818e-11
1088,0.005264543036982457,3.116778571084245e-14,2.9134206960789286e-11
1089,0.005294950823305765,3.152887324491717e-14,2.956864356094591e-11
1090,0.005325534243765329,3.1894144079290273e-14,3.001152081189828e-11
1091,0.005356294312816773,3.2263646678668345e-14,3.046299373895859e-11
1092,0.005387232050775173,3.263743006923515e-14,3.092322040742059e-11
1093,0.005418348483848905,3.301554384515657e-14,3.1392361984707635e-11
1094,0.005449644644173683,3.3398038175160785e-14,3.187058280387674e-11
1095,0.005481121569846801,3.3784963809194816e-14,3.2358050428511026e-11
1096,0.0055127803049615405,3.4176372085157846e-14,3.28549357190319e-11
1097,0.005544621899641845,3.457231493571321e-14,3.336141290046574e-11
1098,0.005576647410077121,3.497284489517865e-14,3.387765963169693e-11
1099,0.005608857898557286,3.537801510649671e-14,3.440385707624389e-11
1100,0.005641254433507998,3.5787879328285786e-14,3.4940189974592673e-11
1101,0.005673838089526105,3.6202491941973044e-14,3.548684671812538e-11
1102,0.005706609947415266,3.66219079590095e-14,3.6044019424679786e-11
1103,0.005739571094221832,3.7046183028169443e-14,3.661190401578063e-11
1104,0.005772722623270889,3.7475373442933794e-14,3.719070029557951e-11
1105,0.00580606563420252,3.7909536148959173e-14,3.77806120315454e-11
1106,0.005839601233008286,3.834872875163361e-14,3.838184703694649e-11
1107,0.00587333053206791,3.8793009523719724e-14,3.8994617255166176e-11
1108,0.005907254650186182,3.9242437413086503e-14,3.9619138845896286e-11
1109,0.005941374712630041,3.969707205053024e-14,4.025563227325174e-11
1110,0.005975691851165946,4.0156973757687e-14,4.0904322395854154e-11
1111,0.006010207204097383,4.062220355503582e-14,4.156543855892864e-11
1112,0.006044921916302634,4.109282316999508e-14,4.2239214688463684e-11
1113,0.006079837139272749,4.156889504511261e-14,4.292588938748292e-11
1114,0.006114954031149747,4.205048234635067e-14,4.36257060344789e-11
1115,0.006150273756765034,4.2537648971466966e-14,4.433891288406125e-11
1116,0.006185797487678013,4.303045955849241e-14,4.50657631698712e-11
1117,0.006221526402214988,4.3528979494307835e-14,4.580651520981899e-11
1118,0.0062574616855082185,4.403327492331936e-14,4.656143251369753e-11
1119,0.006293604529535244,4.45434127562346e-14,4.733078389323118e-11
1120,0.006329956133158416,4.5059460678940454e-14,4.81148435746178e-11
1121,0.006366517702164664,4.558148716148379e-14,4.8913891313624456e-11
1122,0.0064032904493055015,4.6109561467156273e-14,4.972821251329846e-11
1123,0.006440275594337228,4.664375366168392e-14,5.055809834435642e-11
1124,0.006477474364061423,4.718413462252411e-14,5.1403845868318096e-11
1125,0.0065148879923656155,4.773077604826935e-14,5.2265758163449265e-11
1126,0.006552517720264219,4.8283750468160426e-14,5.314414445358368e-11
1127,0.0065903647959396966,4.884313125170971e-14,5.403932023989346e-11
1128,0.0066284304747839685,4.940899261843605e-14,5.4951607435679995e-11
1129,0.006666716019440027,4.998140964771193e-14,5.588133450425851e-11
1130,0.00670522269984386,5.056045828872566e-14,5.682883660001381e-11
1131,0.006743951793266547,5.1146215370558166e-14,5.7794455712701945e-11
1132,0.006782904584356633,5.173875861237676e-14,5.877854081507954e-11
1133,0.006822082365182739,5.233816663374709e-14,5.978144801394185e-11
1134,0.006861486435276425,5.294451896506452e-14,6.080354070465304e-11
1135,0.006901118101675299,5.355789605810647e-14,6.1845189729255e-11
1136,0.006940978678966341,5.417837929670641e-14,6.290677353824169e-11
1137,0.0069810694893295555,5.480605100755262e-14,6.39886783560926e-11
1138,0.007021391862581798,5.5440994471111096e-14,6.509129835065374e-11
1139,0.00706194713622089,5.608329393267535e-14,6.621503580646474e-11
1140,0.007102736655469988,5.67330346135442e-14,6.736030130212847e-11
1141,0.0071437617733222025,5.739030272232916e-14,6.852751389182356e-11
1142,0.007185023850585484,5.805518546639278e-14,6.971710129106296e-11
1143,0.00722652425592773,5.872777106341894e-14,7.09295000668028e-11
1144,0.007268264365922236,5.940814875311854e-14,7.216515583201328e-11
1145,0.007310245565093315,6.009640880906936e-14,7.342452344481778e-11
1146,0.00735246924596224,6.079264255069394e-14,7.470806721231866e-11
1147,0.007394936809093429,6.149694235537594e-14,7.601626109922433e-11
1148,0.007437649663140911,6.220940167071696e-14,7.73495889413989e-11
1149,0.00748060922489502,6.29301150269349e-14,7.870854466445604e-11
1150,0.007523816919329437,6.365917804940718e-14,8.009363250752743e-11
1151,0.007567274179648425,6.439668747135779e-14,8.150536725233017e-11
1152,0.007610982447334376,6.514274114669233e-14,8.294427445767123e-11
1153,0.007654943172195625,6.589743806298126e-14,8.441089069952327e-11
1154,0.0076991578124145435,6.666087835459383e-14,8.590576381681297e-11
1155,0.00774362783459591,6.743316331598413e-14,8.742945316306623e-11
1156,0.007788354713815532,6.821439541513056e-14,8.898252986405672e-11
1157,0.007833339933669215,6.900467830713205e-14,9.056557708161351e-11
1158,0.007878584986321949,6.980411684796091e-14,9.217919028373828e-11
1159,0.007924091372557404,7.061281710837516e-14,9.382397752119657e-11
1160,0.00796986060182772,7.143088638799237e-14,9.550055971074532e-11
1161,0.008015894192303568,7.225843322952622e-14,9.720957092516599e-11
1162,0.008062193670924521,7.309556743318836e-14,9.895165869027644e-11
1163,0.008108760573449668,7.394240007125606e-14,1.0072748428909796e-10
1164,0.008155596444508603,7.479904350281075e-14,1.0253772307336388e-10
1165,0.00820270283765263,7.566561138864494e-14,1.0438306478255184e-10
1166,0.008250081315406305,7.654221870634342e-14,1.0626421387063604e-10
1167,0.008297733449319257,7.742898176553841e-14,1.0818188984075583e-10
1168,0.008345660820018336,7.832601822334216e-14,1.1013682758800337e-10
1169,0.008393865017259998,7.923344709995688e-14,1.1212977775053691e-10
1170,0.008442347639983097,8.015138879446782e-14,1.1416150706923938e-10
1171,0.008491110296361879,8.107996510081701e-14,1.1623279875613348e-10
1172,0.008540154603859346,8.201929922396375e-14,1.1834445287178585e-10
1173,0.008589482189280895,8.296951579623104e-14,1.2049728671192775e-10
1174,0.008639094688828286,8.393074089384238e-14,1.2269213520353186e-10
1175,0.008688993748153925,8.490310205364994e-14,1.2492985131058962e-10
1176,0.008739181022415408,8.588672829005537e-14,1.2721130644983634e-10
1177,0.008789658176330487,8.688175011212898e-14,1.2953739091668934e-10
1178,0.008840426884232241,8.788829954092499e-14,1.3190901432165394e-10
1179,0.008891488830124632,8.890651012699857e-14,1.3432710603747605e-10
1180,0.00894284570773836,8.993651696812557e-14,1.367926156573174e-10
1181,0.008994499220587043,9.097845672722729e-14,1.3930651346424016e-10
1182,0.009046451082023737,9.203246765050363e-14,1.418697909122967e-10
